s_no,budget_head,name_of_sub_scheme_,ftr_hq,shq,work_description,executive_agency,aa_es_reference,sd_amount_lakh,ts_date,tender_date,acceptance_date,award_date,time_allowed_days,pdc_agreement,pdc_revised,firm_name,physical_progress,expenditure_previous_fy,expenditure_current_fy,expenditure_total,expenditure_percent,remarks
1,OB(BS),Trg Infra,STC KMR,KMR,Construction of 08 Nos Covered  / All Weather Squad Posts at STC BSF Kashmir,Dept,FHQ Sanction No. 123 / D-III / AUG-TRG-SCH/ 129 / 2023-Engg /BSF / 7229-35 dated 19/10/2023 ,50.12,20.10.2023,20.10.2023,25.11.2023,02.12.2023,,12.03.2024,,M/S Manzoor Ahmed Dar,100 %,₹ 46.99,₹ 0.00,₹ 46.99,93.75 %,"Work Completed.
"
2,OB(BS),Trg Infra,STC KMR,KMR,Upgradation of existing 54 Nos Squad Posts and 08 Nos CLPs at  BSF Campus Humhuma; under STC BSF Kashmir. ,Dept,FHQ Sanction No. 123 / D-III / AUG-TRG-SCH/ 104 / 2023-Engg /BSF / 7300-06 dated 20/10/2023 ,278.10,,28.12.2023,,31.01.2024,,14.08.24,,G N Rather Koral Bagh; Budgam (J&K),100 %,₹ 139.29,₹ 73.78,₹ 213.07,76.62 %,"work completed .

4th and final bill under prepration 

"
1,OB(BS),Trg Infra,STC K/CAMP,K/CAMP,Augmentation of training infrastructure 'A' Coy (Sh Renovation of existing CLP; Squad post; Toilet/ urinal point & C/O 02 Nos squad post),Dept,STC PB O/No 6670-75 dtd 26.07.2023,25.51,28.07.23,01.09.2023,16.08.2023,31.08.2023,,25.12.23,30.03.24,Harish Bedi,100 %,₹ 28.00,₹ 0.00,₹ 28.00,109.76 %,work Completed 
2,OB(BS),Trg Infra,STC K/CAMP,K/CAMP,Augmentation of training infrastructure 'B' Coy (Sh Renovation of existing CLP; Squad post; 05 Nos seated Toilet block & C/O 03 Nos squad post),Dept,STC PB O/No 6670-75 dtd 26.07.2023,22.60,28.07.24,01.09.2023,16.08.2023,31.08.2023,,25.12.23,30.03.24,Harish Bedi,100 %,₹ 23.36,₹ 0.00,₹ 23.36,103.36 %,work Completed 
3,OB(BS),Trg Infra,STC K/CAMP,K/CAMP,Augmentation of training infrastructure 'D' Coy (Sh Renovation of existing CLP;  & C/O 08 Nos squad post),Dept,STC PB O/No 6670-75 dtd 26.07.2023,30.06,28.07.25,09.08.2023,19.08.2023,31.08.2023,,25.12.23,30.03.24,Harish Bedi,100 %,₹ 33.05,₹ 0.00,₹ 33.05,109.95 %,work Completed 
4,OB(BS),Trg Infra,STC K/CAMP,K/CAMP,Augmentation of training infrastructure 'F' Coy (Sh Renovation of existing CLP; Squad post; Toilet/Urinal point  & C/O 02Nos squad post),Dept,STC PB O/No 6670-75 dtd 26.07.2023,23.70,28.07.26,01.09.2023,16.08.2023,05.09.2023,,25.12.23,30.03.24,Harish Bedi,100 %,₹ 26.03,₹ 0.00,₹ 26.03,109.83 %,work Completed 
1,OB(BS),Trg Infra,STC U/PUR ,U/PUR,CONSTRUCTION OF 2 NOS COVERED CLP AT STC BSF UDHAMPUR.,Dept,FHQ O/ No. 795-801 dtd 27/02/2024,₹ 64.60,1229-31 dtd 16/05/2024,11.06.24,26.06.2024,26.06.24,,25.12.24,,M/s Modi Construction Co; Udhampur (J&K),100 %,₹ 60.10,₹ 8.02,₹ 68.12,105.45 %,Work completed b & prepration of Final Bill  under process
,,,,,,,,,,,,,,,,,Total ,,,,,
1,OB(BS),Ren Devl works ,Kashmir,SGR,Re-carpeting of internal road (4519 Mtrs) at BSF Campus Panthachowk under SHQ BSF Srinagar ,Dept,3594803 dtd 26/07/2023 ,210.39,16/08/2023,17/08/2023,05.10.2023,12.10.2023,,27.10.2024,27.10.2024,M/s Jhelum Construction Company; Budgam.,100 %,₹ 181.15,₹ 0.00,₹ 181.15,86.10 %,Work completed. 
2,OB(BS),Ren Devl works ,Kashmir,BDR,Re-carpeting of internal road at BSF Campus Bandipur under SHQ BSF Bandipur ,Dept,3594803 dtd 26/07/2023 ,66.40,22.08.2023,14/09/2023,05.10.2023,07.10.2023,,16.04.2024,16.04.2024,M/s Fayaz Ahmad Bhat; Pulwama,100 %,₹ 59.89,₹ 0.00,₹ 59.89,90.20 %,Work completed. 
3,OB(BS),Ren Devl works ,Kashmir,BLA,Re-carpeting of internal road at Singhpura Campus under SHQ BSF Baramulla ,Dept,3594803 dtd 26/07/2023 ,98.73,08.08.2023,8/8/23,04/09/2023,05/09/2023,,11/3/24,03.11.2024,M/s Fayaz Ahmad Bhat; Pulwama,100 %,₹ 92.22,₹ 0.00,₹ 92.22,93.41 %,Work completed.
4,OB(BS),Ren Devl works ,Kashmir,KUP,Re-carpeting of bituminous road at Kupwara BSF Campus from main gate to Morcha No.18 of 169 Bn BSF (Now 140 Bn) under SHQ BSF Kupwara. ,Dept,3594803 dtd 26/07/2023 ,22.88,08.08.2023,5/29/24,29.05.2024,01.07.2024,,06.01.2024,06.01.2024,M/s Fayaz Ahmad Bhat; Pulwama,100 %,₹ 22.84,₹ 0.00,₹ 22.84,99.83 %,Work completed.
5,OB(BS),Ren Devl works ,Jammu,RJR,Renovation/Up-gradation of UG Cable and feeder pillars/panel etc at SHQ BSF RJR ,Dept,3594803 dtd 26/07/2023 ,83.23,18.08.23,27.09.2023,14.12.2023,26.12.2023,,26.08.2024,,M/s Swarn Electricals Jammu,50 %,₹ 39.23,₹ 0.00,₹ 39.23,47.13 %,Presently work held up due to allied extra cable lying and other allied work
6,OB(BS),Ren Devl works ,Jammu,RJR,Renovation/Up-gradation of UG cable and feeder pillars/panel etc at Bn HQ Achhad under SHQ BSF RJR ,Dept,3594803 dtd 26/07/2023 ,89.34,18.08.23,16.09.2023,29.01.2024,12.02.2024,,12.10.2024,,M/s Neptune enterprise Baramulla,50 %,₹ 35.53,₹ 0.00,₹ 35.53,39.77 %,Work is  in progress
7,OB(BS),Ren Devl works ,Jammu,RJR,Renovation/Up-gradation of UG cable and feeder pillars/panel etc at Bn HQ Mandi Mandir under SHQ BSF RJR,Dept,3594803 dtd 26/07/2023 ,60.93,18.08.23,16.09.2023,29.01.2024,12.02.2024,,12.10.2024,,M/s Neptune enterprise Baramulla,5 %,₹ 0.00,₹ 0.00,₹ 0.00,0.00 %,Work is  in progress
8,OB(BS),Ren Devl works ,Jammu,RJR,Renovation of street /security Lights at Bn HQ Mandir Mandi under SHQ BSF Rajouri.,Dept,3594803 dtd 26/07/2023 ,32.54,18.08.23,09.10.2023,29.01.2024,09.02.2024,,09.02.2024,,M/s Subham Engineers ,70 %,₹ 18.71,₹ 0.00,₹ 18.71,57.50 %,Work is  in progress
9,OB(BS),Ren Devl works ,Jammu,RJR,Renovation of street /security Lights at Bn HQ Achhad under SHQ BSF Rajouri.,Dept,3594803 dtd 26/07/2023 ,27.95,06.09.23,16.09.2023,26.12.2023,08.01.2024,,08.07.2024,,M/s Neptune enterprise Baramulla,85 %,₹ 21.19,₹ 0.00,₹ 21.19,75.81 %,Work is  in progress
10,OB(BS),Ren Devl works ,Jammu,I/NAGAR,Improvement/Up-gradation of outdoor panels and UG cable installed at Bn HQ samba of 19 Bn BSF under SHQ BSF I/Nagar,Dept,3594803 dtd 26/07/2023 ,19.95,18.08.2023,29.08.23,21.11.2023,30.11.2023,,30.03.2024,,M/s Subham Engineers ,100 %,₹ 17.91,₹ 0.00,₹ 17.91,89.77 %,Work completed 
11,OB(BS),Ren Devl works ,Jammu,I/NAGAR,Re-carpeting of internal road at BSF Campus Samba of 19 Bn BSF under SHQ BSF I/Nagar,Dept,3594803 dtd 26/07/2023 ,91.64,26.08.2023,18.09.2023,11.10.2023,16.10.23,,19.12.2023,,M/s Anjali Stone Crusher,100 %,₹ 67.05,₹ 0.00,₹ 67.05,73.17 %,Work completed and final account settled
12,OB(BS),Ren Devl works ,Jammu,SBN,Re-carpeting of internal road at 69 Bn BSF Campus; Sunderbani under SHQ BSF SBN,Dept,3594803 dtd 26/07/2023 ,58.77,29.08.2023,,,,,,,,,₹ 0.00,₹ 0.00,₹ 0.00,0.00 %,"Work has rescinded & acceptance letter issued to firm and PG awaiting
"
13,OB(BS),Ren Devl works ,Jammu,SBN,Recarpeting of internal road at 152 Bn BSF Campus Nowshera under SHQ BSF SBN,Dept,3594803 dtd 26/07/2023 ,53.75,29.08.2023,25.09.2023,12.01.2024,27.01.24,,28.03.2024,,M/s Al Habib Builders and Construction Company,100 %,₹ 39.11,₹ 0.00,₹ 39.11,72.76 %,Work completed and final account settled
14,OB(BS),Ren Devl works ,Jammu,SBN,Recarpeting of existing road at 92 Bn BSF Campus Akhnoor under SHQ BSF SBN,Dept,3594803 dtd 26/07/2023 ,100,29.08.2023,25.09.2023,06.02.2024,16.02.2024,,15.05.2024,,M/s Al Habib Builders and Construction Co.,100 %,₹ 85.25,₹ 0.00,₹ 85.25,85.25 %,Work completed and final account settled
15,OB(BS),Ren Devl works ,Jammu,RJR,Re-carpeting of internal road at SHQ BSF Rajouri.,Dept,3594803 dtd 26/07/2023 ,56.06,29.08.2023,25.09.2023,21.05.2024,31.05.2024,,31.07.2024,,,100 %,₹ 57.42,₹ 0.00,₹ 57.42,102.43 %,Work completed and final account settled
16,OB(BS),Ren Devl works ,Punjab,FTR PB,Re-carpeting of Internal bituminous road of campus Jalandhar under Ftr HQ BSF Punjab,Dept,3594803 dtd 26/07/2023 ,99.00,28.07.2023,28.07.2023,29.08.2023,05.09.2023,,20.11.2023,20.11.23,M/S Bhayam Constr Cop,100 %, ₹ 98.81 ,₹ 0.00,₹ 98.81,99.81 %,Work Completed
17,OB(BS),Ren Devl works ,Punjab,GSP,Re-carpeting of Internal road in the residential and Non-Residential building at 132 Bn (Now 121 Bn) BSF campus Madhopur under SHQ BSF Gurdaspur.,Dept,3594803 dtd 26/07/2023 ,86.00,11.08.2023,11.08.2023,15.09.2023,16.10.2023,,30.09.24,31.12.24,M/S Jas Construction Co.,100 %,₹ 86.96,₹ 0.00,₹ 86.96,101.12 %,Work Completed
18,OB(BS),Ren Devl works ,Punjab,GSP,Re-carpeting of Internal road at Bn HQ DBN of 12 Bn (Now 89 Bn) BSF under SHQ BSF Gurdaspur.,Dept,3594803 dtd 26/07/2023 ,96.55,11.08.2023,11.08.2023,15.09.2023,16.10.2023,,09.12.2023,31.12.24,M/S Jas Construction Co.,100 %,₹ 92.68,₹ 0.00,₹ 92.68,95.99 %,Work Completed
19,OB(BS),Ren Devl works ,Punjab,GSP,Re-carpeting of Internal road in the residential and Non-Residential Qtr area of 73 Bn BSF Ajnala under SHQ BSF Gurdaspur.,Dept,3594803 dtd 26/07/2023 ,20.66,29.09.2023,29.09.2023,01.01.2024,16.01.24,,06.04.2024,31.10.24,M/S Singh Traders,100 %,₹ 20.21,₹ 0.00,₹ 20.21,97.85 %,Work completed 
20,OB(BS),Ren Devl works ,Punjab,ASR,Augumentation of Security light along periphery of 138 Bn SHQ BSF Amritsar,Dept,3594803 dtd 26/07/2023 ,29.22,11.09.2023,11.09.2023,12.10.2023,20.10.2023,,21.05.24,31.12.24,M/S S D Sales,100 %,₹ 24.34,₹ 0.00,₹ 24.34,83.30 %,Work completed 
21,OB(BS),Ren Devl works ,Punjab,ASR,Augumentation of Existing Security light along periphery of 22 Bn SHQ BSF Amritsar,Dept,3594803 dtd 26/07/2023 ,41.74,11.09.2023,11.09.2023,12.10.2023,20.10.2023,,21.05.24,31.12.24,M/S S D Sales,100 %,₹ 33.22,₹ 0.00,₹ 33.22,79.59 %,Work completed 
22,OB(BS),Ren Devl works ,Punjab,ASR,Augumentation of  Security lights at boundary wall from MT area to gate No.4 of BSF Campus Khasa of 88 Bn SHQ BSF Amritsar,Dept,3594803 dtd 26/07/2023 ,37.31,11.09.2023,11.09.2023,12.10.2023,20.10.2023,,21.05.24,31.12.24,M/S S D Sales,100 %,₹ 35.11,₹ 0.00,₹ 35.11,94.10 %,Work completed 
23,OB(BS),Ren Devl works ,Punjab,FZR,Re-carpeting of Internal roads at BSF Campus Ferozepur under SHQ BSF Ferozepur.,Dept,3594803 dtd 26/07/2023 ,99.13,10.08.2023,10.08.2023,15.09.2023,04.10.2023,,09.12.2023,31.10.24,M/S S. K. S Construction,100 %,₹ 108.39,₹ 0.00,₹ 108.39,109.34 %,Work completed 
24,OB(BS),Ren Devl works ,Punjab,FZR,Re-carpeting of Existing road at BN HQ 87 Bn (Now 103 Bn) BSF Amarkot under SHQ BSF Ferozepur.,Dept,3594803 dtd 26/07/2023 ,88.57,10.08.2023,10.08.2023,15.09.2023,29.09.2023,,09.12.2023,31.10.24,M/S S. K. Builders,100 %,₹ 92.85,₹ 0.00,₹ 92.85,104.83 %,Work completed 
25,OB(BS),Ren Devl works ,Punjab,FZR,Re-carpeting of Existing road at BN HQ 29 Bn (Now 116 Bn) BSF Mamdot under SHQ BSF Ferozepur.,Dept,3594803 dtd 26/07/2023 ,96.66,10.08.2023,10.08.2023,15.09.2023,29.09.2023,,09.12.2023,31.10.24,M/S Rajan Construction,100 %,₹ 106.28,₹ 0.00,₹ 106.28,109.96 %,Work completed 
26,OB(BS),Ren Devl works ,Punjab,FZR,Re-carpeting of Existing road at Bn HQ 14 Bn (Now 101 Bn) BSF Khemkaran  under SHQ BSF Ferozepur.,Dept,3594803 dtd 26/07/2023 ,86.04,10.08.2023,10.08.2023,15.09.2023,06.10.2023,,09.12.2023,31.10.24,M/S Harmesh Kumar Sharma & Sons,98 %,₹ 81.00,₹ 0.00,₹ 81.00,94.15 %,Work in progress.
27,OB(BS),Ren Devl works ,Punjab,FZR,Re-carpeting of Internal road at Bn HQ 136 Bn BSF KMS Wala under SHQ BSF Ferozepur.,Dept,3594803 dtd 26/07/2023 ,93.46,10.08.2023,10.08.2023,19.09.2023,25.10.2023,,13.12.2023,31.10.24,M/S Harmesh Kumar Sharma & Sons,100 %,₹ 96.63,₹ 0.00,₹ 96.63,103.40 %,Work in progress.
28,OB(BS),Ren Devl works ,Punjab,FZR,Re-carpeting of Internal roads of 124 Bn (Now 182 Bn) BSF Jalalabad under SHQ BSF Abohar.,Dept,3594803 dtd 26/07/2023 ,98.43,10.08.2023,10.08.2023,15.09.2023,02.11.23,,29.06.24,31.10.24,M/S Gautam Kaluccha Contractor,100 %,₹ 103.13,₹ 0.00,₹ 103.13,104.77 %,Work completed
29,OB(BS),Ren Devl works ,Punjab,FZR,Renovation/Up-gradation of Electrical Distribution System at 124 Bn  BSF Under SHQ BSF Abohar. Now 182 Bn BSF under SHQ BSF FZR,Dept,3594803 dtd 26/07/2023 ,43.31,10.08.23,10.08.23,15.09.23,29.09.23,,08.12.23,31.10.24,M/S Maa Durga,100 %, ₹ 47.00 ,₹ 0.00,₹ 47.00,108.52 %,Work completed
30,OB(BS),Ren Devl works ,Punjab,ABR,Re-carpeting of Internal roads at Bn HQ 96 Bn (Now 66 Bn) BSF Campus Rampura under SHQ BSF Abohar.,Dept,3594803 dtd 26/07/2023 ,86.52,14.08.2023,14.08.2023,20.09.2023,05.10.2023,,14.12.2023,31.10.24,M/S Rajinder Kumar & Co.,100 %,₹ 74.86,₹ 0.00,₹ 74.86,86.53 %,Work completed
31,OB(BS),Ren Devl works ,Punjab,ABR,Re-carpeting of Internal roads at Bn HQ 52 Bn BSF Campus Fazilka under SHQ BSF Abohar.,Dept,3594803 dtd 26/07/2023 ,49.67,14.08.2023,14.08.2023,20.09.2023,05.10.2023,,14.12.2023,31.10.24,M/S Rajinder Kumar & Co.,100 %, ₹ 43.04 ,₹ 0.00,₹ 43.04,86.65 %,Work completed
32,OB(BS),Ren Devl works ,Punjab,ABR,Renovation/Up-gradation of Abohar campus street light of 181 Bn BSF under SHQ BSF Abohar.,Dept,3594803 dtd 26/07/2023 ,14.48,14.08.2023,19.09.2023,20.09.2023,05.10.2023,,14.12.2023,31.10.24,M/S Arora Brothers,100 %, ₹ 11.77 ,₹ 0.00,₹ 11.77,81.28 %,Work completed
33,OB(BS),Ren Devl works ,Rajasthan,FTR RAJ,Recarpating of internal Bituminious Road under Ftr HQ BSF Jodhour,Dept,3594803 dtd 26/07/2023 ,99.05,31.07.23,17.08.2023,05.09.2023,18.10.23,,30.06.24,,Shri Constr. Jodhpur,100 %,99.05,0,₹ 99.05,100.00 %,Work completed
34,OB(BS),Ren Devl works ,Rajasthan,FTR RAJ,Renovation/ Up-gradation of UG Cable and feeder pillars/ Panels of camous under Ftr HO BSF Jodhpur. (Elect),Dept,3594803 dtd 26/07/2023 ,31.93,21.11.23,31.01.2024,13.02.2024,20.02.2024,,08.05.2024,,Through GeM,100 %,33.11,0,₹ 33.11,103.70 %,Work completed
35,OB(BS),Ren Devl works ,Rajasthan,FTR RAJ,Renovation of street lights of campus under Ftr HQ BSF Jodhpur. (Elect),Dept,3594803 dtd 26/07/2023 ,35.35,21.11.23,07.01.2024,24.01.2024,07.02.2024,,18.04.2024,,M/s Lokesh Enterprises Bikaner,100 %,35.99,0,₹ 35.99,101.81 %,Work completed
36,OB(BS),Ren Devl works ,Rajasthan,SGNR,Re-carpeting of Road (Length + 2500 meters) of 91 Bn (Now 77 Bn)  BSF Sri Karanpur Campus under SHQ BSF SGNR Ftr HQ BSF Raj ,Dept,3594803 dtd 26/07/2023 ,58.57,8/10/23,11.09.2023,10/16/23,10/18/23,,05.03.24,,M/s Gurunanak Construction Co;,100 %,57.87,0,₹ 57.87,98.80 %,Work completed. 
37,OB(BS),Ren Devl works ,Rajasthan,SGNR,Re-carpeting of metal road of 104 Bn (Now 23 Bn)  Anupgarh under SHQ BKNR.,Dept,3594803 dtd 26/07/2023 ,35.5,8/10/23,11.09.2023,10/16/23,10/18/23,,05.03.24,,M/s Gurunanak Construction Co;,100 %,34.71,0,₹ 34.71,97.77 %,Work completed. 
38,OB(BS),Ren Devl works ,Rajasthan,SGNR,Renovation/ Up-gradation of Street / Security light 91 Bn (now 77 BN BSF)  BSF HQ Sri Karanpur Campus under SHQ BSF SGNR (Elect),Dept,3594803 dtd 26/07/2023 ,43.42,08.02.2024,23.10.2024,21.11.2024,26.11.2024,,13.02.2025,,M/s Gurunanak Construction Co;,100 %,45.63,0,₹ 45.63,105.09 %,Work completed
39,OB(BS),Ren Devl works ,Rajasthan,SGNR,Renovation/ Up-gradation of UG Cable 91 Bn (Now 77 Bn)BSF HQ Sri Karanpur Campus under SHQ BSF SGNR. (Elect),Dept,3594803 dtd 26/07/2023 ,37.21,08.02.24,23.10.2024,21.11.2024,17.12.2024,,13.02.25,,,100 %,26.08,2.1,₹ 28.18,75.73 %,Work completed
40,OB(BS),Ren Devl works ,Rajasthan,SGNR,Renovation/up-gradation of Street / Security light of 156 Bn (Now 34 Bn) BSF HQ Raisinghnagar under SHQ BSF SGNR (Elect),Dept,3594803 dtd 26/07/2023,34.79,11.12.23,23.10.2024,21.11.2024,17.12.2024,,13.02.2025,,,100 %,24.7,0,₹ 24.70,71.00 %,Work completed and final bill under preparation.
41,OB(BS),Ren Devl works ,Rajasthan,SGNR,Renovation / up-gradation of UG Cable of 125 Bn (Now 48 Bn)  BSF Old location Sri Ganganagar under SHQ BSF SGNR. (Elect) ,Dept,3594803 dtd 26/07/2023,31.82,09.01.24,12.02.2024,19.04.2024,07.05.2024,,27.07.2024,,M/s Singla Elect Srirganganagar,100 %,13.46,0,₹ 13.46,42.30 %,Work completed. Bill Rs. 19.05 Lakh pending with PAD
42,OB(BS),Ren Devl works ,Rajasthan,SGNR,Renovation/ Up-gradation of Street/Security light of 125 Bn (Now 48 Bn)  Old Location Sri Gancianaciar under SHO BSF SGNR (Elect),Dept,3594803 dtd 26/07/2023,35.78,09.01.24,12.02.2024,01.04.2024,09.04.2024,,10.07.2024,,M/s Jassal Engg SGNR,100 %,18.37,0,₹ 18.37,51.34 %,Work completed
43,OB(BS),Ren Devl works ,Rajasthan,SGNR,Renovation/ up-gradation of UG Cables and Feeder Pillars of 104 Bn (now 23 Bn) Anupgarh under SHQ SGNR (Elect),Dept,3594803 dtd 26/07/2023,18.44,11.12.23,15.01.2024,01.04.2024,22.04.2024,,25.06.2024,,M/s Singla Elect Srirganganagar,100 %,18.39,0,₹ 18.39,99.73 %,Work completed
44,OB(BS),Ren Devl works ,Rajasthan,SGNR,Renovation / Up-gradation of street / security light of 104 Bn (Now 23 Bn)  Anupgarh under SHQ SGNR (Elect),Dept,3594803 dtd 26/07/2023,40.58,11.12.23,23.10.2024,21.11.2024,27.11.2024,,13.02.2025,,,100 %,40.83,0,₹ 40.83,100.62 %,Work completed
45,OB(BS),Ren Devl works ,Rajasthan,BKNR,Re-carpeting of metal road of 127 Bn Satrana under SHQ BKNR.,Dept,3594803 dtd 26/07/2023,42.47, 18/08/2023,28.08.2023,9/26/23,10/4/23,,08.03.24,,M/S Gayatri Construction Company Bikaner,100 %,42.42,0,₹ 42.42,99.88 %,Work completed.
46,OB(BS),Ren Devl works ,Rajasthan,BKNR,Re-carpeting of metal road of 114 Bn Khajuwala under SHQ BKNR. ,Dept,3594803 dtd 26/07/2023,51.39,8/18/23,28.08.2023,9/26/23,10/6/23,,07.04.2024,,M/S Ali and Company Bikaner,100 %,54.26,0,₹ 54.26,105.58 %,Work completed.
47,OB(BS),Ren Devl works ,Rajasthan,BKNR,Re-carpeting of metal road at 'A' Campus of SHO BKNR. ,Dept,3594803 dtd 26/07/2023,51.4,8/18/23,28.08.2023,9/26/23,10/6/23,,07.04.2024,,M/S Ali and Company Bikaner,100 %,47.6,0,₹ 47.60,92.61 %,Work completed.
48,OB(BS),Ren Devl works ,Rajasthan,BKNR,Re-carpeting of metal road at 'B' Campus of BSF BKNR,Dept,3594803 dtd 26/07/2023,44.81,8/18/23,28.08.2023,9/26/23,10/6/23,,4/16/24,,M/S Ali and Company Bikaner,100 %,53.67,0,₹ 53.67,119.77 %,Work completed.
49,OB(BS),Ren Devl works ,Rajasthan,BKNR,Renovation / up-gradation of UG Cables and Feeder Pillars of 114 Bn Khaiuwala under SHO BKNR (Elect),Dept,3594803 dtd 26/07/2023,77.24,21.12.2023,02.09.2023,10.10.2024,15.10.2024,,19.02.2025,,,80 %,74.49,0,₹ 74.49,96.44 %,Cable laying work near by completion. Installation of panel work is in progress. Show case notice issued on 18.06.2025.
50,OB(BS),Ren Devl works ,Rajasthan,BKNR,Renovation / up-gradation of UG Cables and Feeder Pillars of 127 Bn (Now 140 Bn) Satrana under SHO BKNR. (Elect),Dept,3594803 dtd 26/07/2023,40.56,05.01.24,16.05.24,13.06.24,21.06.2024,,20.10.2024,,M/s Shri Electrical Bikaner,100 %,39.65,0,₹ 39.65,97.76 %,Work completed
51,OB(BS),Ren Devl works ,Rajasthan,BKNR,Renovation / up-gradation of UG Cables and Feeder Pillars at campus 'A' & 'B' of SHO Bikaner. (Elect),Dept,3594803 dtd 26/07/2023,77.39,05.01.24,02.09.24,10.10.24,15.10.24,,19.02.2025,,,80 %,65.32,0,₹ 65.32,84.40 %,Cable laying work near by completion. Installation of panel work is in progress. Show case notice issued on 18.06.2025.
52,OB(BS),Ren Devl works ,Rajasthan,BKNR,Renovation / Up-gradation of street / security light at BSFCampus SHO BKNR. (Elect),Dept,3594803 dtd 26/07/2023,40.87,05.01.24,02.09.24,30.09.24,07.10.2024,,25.12.2024,,,100 %,33.15,0,₹ 33.15,81.11 %,Work completed final bill under preparation.
53,OB(BS),Ren Devl works ,Rajasthan,BKNR,Renovation / Up-gradation of street! security light of 114 Bn Khaiuwala under SHQ BSF BKNR. (Elect) ,Dept,3594803 dtd 26/07/2023,33.19,21.12.23,02.09.24,28.09.24,08.10.2024,,26.12.2024,,,100 %,31.12,0,₹ 31.12,93.76 %,Work completed
54,OB(BS),Ren Devl works ,Rajasthan,BKNR,Renovation / Up-gradation of street! security light of 127 Bn (Now 140 Bn) Satrana under SHO BKNR. (Elect),Dept,3594803 dtd 26/07/2023,25.03,05.01.24,21.06.24,09.09.24,12.09.2024,,18.11.2024,,,100 %,22.41,0,₹ 22.41,89.53 %,Work completed. Bill under preparation.
55,OB(BS),Ren Devl works ,Rajasthan,JSMR(N),Renovation/ Up-gradation of UG Cable and feeder pillars/panel at BSF campus 76 Bn HQ Nagour under SHQ BSF JSMR (N). (Elect),Dept,3594803 dtd 26/07/2023,28.79,07.11.23,04.06.24,02.07.24,15.07.2024,,25.09-2024,,M/s Indu Corporation Jaisalmer,100 %,27.58,0,₹ 27.58,95.80 %,Work completed
56,OB(BS),Ren Devl works ,Rajasthan,JSMR(N),Renovation/ Up-gradation of street/security light at BSF campus 76 Bn HQ Nagour under SHQ BSF JSMR (N). (Elect),Dept,3594803 dtd 26/07/2023,16.11,07.11.23,04.06.24,02.07.24,05.07.2024,,25.09.2024,,M/s &D Engg WB,100 %,6.37,0,₹ 6.37,39.54 %,Work completed. Bill under preparation.
57,OB(BS),Ren Devl works ,Rajasthan,JSMR(N),Re-carpeting of existing road at BSF campus Ramgarh of 139 Bn (now 166 Bn) BSF under SHO BSF JSMR (N) ,Dept,3594803 dtd 26/07/2023,98.82,11.09.23,23.09.23,01.11.2023,21.11.2023,,22.05.24,,M/s Gayatri Constr. Co. Jaisalmer,100 %,78.4,0,₹ 78.40,79.34 %,Work completed
58,OB(BS),Ren Devl works ,Rajasthan,JSMR(N),Re-carpeting of internal Road of 119 Bn (now 191 Bn) BSF at Jaisalmer under SHQ BSF JSMR (N) ,Dept,3594803 dtd 26/07/2023,99.86,11.09.23,11.10.2023,01.11.2023,21.11.2023,,23.05.24,,M/s Gayatri Constr. Co. Jaisalmer,100 %,76.23,0,₹ 76.23,76.34 %,Work completed
59,OB(BS),Ren Devl works ,Rajasthan,JSMR(S),Re-carpeting of internal road at BSF Campus Dabla-I of 18 Bn under SHO JSMR(S),Dept,3594803 dtd 26/07/2023,66.11,28.09.2023,11.10.2023,23.11.2023,15.12.2023,,07.04.2024,,M/s Gayatri Consr Co. Jaisalmer,100 %,56.68,0,₹ 56.68,85.74 %,Work Completed
60,OB(BS),Ren Devl works ,Rajasthan,JSMR(S),Re-carpeting of internal road at BSF Campus Sam Road of 56 Bn under SHO JSMR(S),Dept,3594803 dtd 26/07/2023,78.21,28.09.2023,11.10.2023,23.11.2023,15.12.2023,,07.04.2024,,M/s Gayatri Consr Co. Jaisalmer,100 %,67.05,0,₹ 67.05,85.73 %,Work completed
61,OB(BS),Ren Devl works ,Rajasthan,JSMR(S),Renovation/ Up-gradation of UG cable and feeder pillar/panels at  BSF Campus 56 Bn HQ under SHQ BSF JSMR(S) (Elect),Dept,3594803 dtd 26/07/2023,48.3,08.11.23,07.05.2024,30.05.2024,19.06.2024,,20.08.2024,,M/s Nadeshwari Electrical Barmer,100 %,42.87,0,₹ 42.87,88.76 %,Work Completed
62,OB(BS),Ren Devl works ,Rajasthan,JSMR(S),Renovation/Up-gradation of Street/security lights at BSF Campus 56 Bn HO under SF10 BSF JSMR(S). (Elect),Dept,3594803 dtd 26/07/2023,24.99,08.11.23,27.12.2023,15.02.2024,28.02.2024,,09.05.2024,,M/s Salochana Suppliers Barmer,100 %,19.85,0,₹ 19.85,79.43 %,Work Completed 
63,OB(BS),Ren Devl works ,Rajasthan,JSMR(S),Renovation/ Up-gradation of UG cable and feeder pillars/panels at BSF campus 18 Bn HQ under SHQ BSF JSMR(S) (Elect),Dept,3594803 dtd 26/07/2023,48.3,08.11.23,24.09.2024,01.01.2025,17.02.2025,,18.03.2025,,,100 %,34.88,0,₹ 34.88,72.22 %,Work Completed 
