s_no,source_sheet,budget_head,name_of_scheme,sub_scheme_name,ftr_hq_name,shq_name,location,work_description,executive_agency,aa_es_reference,sd_amount_lakh,ts_date,tender_date,acceptance_date,award_date,time_allowed_days,pdc_agreement,pdc_revised,firm_name,physical_progress_percent,expenditure_previous_fy,expenditure_current_fy,expenditure_total,expenditure_percent,remarks,created_at,updated_at,completion_date_actual,current_status
ENG-1759510506319-452,REN OF NRB,OB(BS),Umbrella 2021-26,Ren of NRB,STC U/PUR ,U/PUR,,Renovation/ up-gradation of 120 men barrack (Pramod Hostel) at STC BSF Udhampur (Out lived more than 20 years) ,Dept,FHQ(Engg Dte) O/ No. 123 /D-III/OB-RENO /26(430)/2024-Engg/BSF/3366-73 dated 26.04.2024,59.72,20.05.24,05.06.2024,24.06.24,04.07.24,04.01.25,,,"M/S Pratap Singh;
A-8/14; 2nd Floor; Sector – 15
Rohini
New Delhi - 110085",100,48.1,15.45,63.55,106.41,Work completed ,2025-10-03T16:55:06.390Z,2025-10-03T16:55:06.390Z,,
ENG-1759510506319-453,REN OF NRB,OB(BS),Umbrella 2021-26,Ren of NRB,STC U/PUR ,U/PUR,,Renovation/ up-gradation of 120 men barrack (Rockey Hostel) at STC BSF Udhampur (Out lived more than 20 years) ,Dept,FHQ(Engg Dte) O/ No. 123 /D-III/OB-RENO /26(431)/2024-Engg/BSF/3358-65 dated 26.04.2024,75.71,20.05.24,03.08.24,10.09.24,14.09.24,09.02.25,,,"Modi Construction
Govt Contractor
Modi Fruits Company
Mukherjee Nagar
Uidhampur - (J&K)",100,33.15,15.11,48.26,63.74,Work completed ,2025-10-03T16:55:06.390Z,2025-10-03T16:55:06.390Z,,
ENG-1759510506319-454,REN OF NRB,OB(BS),Umbrella 2021-26,Ren of NRB,STC U/PUR ,U/PUR,,Renovation/ up-gradation of 120 men barrack (Subendu Hostel) at STC BSF Udhampur (Out lived more than 20 years) ,Dept,FHQ(Engg Dte) O/ No. 123 /D-III/OB-RENO /26(432)/2024-Engg/BSF/3256-63 dated 26.04.2024,59.65,20.05.24,05.06.2024,24.06.24,04.07.24,04.01.25,,,"M/S Pratap Singh;
A-8/14; 2nd Floor; Sector – 15
Rohini
New Delhi - 110085",100,50.58,13.24,63.82,106.99,Work completed ,2025-10-03T16:55:06.390Z,2025-10-03T16:55:06.390Z,,
ENG-1759510506319-455,REN OF NRB,OB(BS),Umbrella 2021-26,Ren of NRB,STC U/PUR ,U/PUR,,Renovation/ up-gradation of Officer Institute at STC BSF Udhampur (Out lived more than 20 years) ,Dept,FHQ(Engg Dte) O/ No. 123 /D-III/OB-RENO /26(433)/2024-Engg/BSF/3271-78 dated 26.04.2024,38.54,20.05.24,05.06.2024,26.06.24,06.07.24,06.01.25,,,"Modi Construction
Govt Contractor
Modi Fruits Company
Mukherjee Nagar
Uidhampur - (J&K)",100,22.71,18.04,40.75,105.73,Work completed,2025-10-03T16:55:06.390Z,2025-10-03T16:55:06.390Z,,
ENG-1759510506319-456,REN OF NRB,OB(BS),Umbrella 2021-26,Ren of NRB,STC U/PUR ,U/PUR,,Renovation/ up-gradation of MI Room at STC BSF Udhampur (Out lived more than 20 years) ,Dept,FHQ(Engg Dte) O/ No. 123 /D-III/OB-RENO /26(434)/2024-Engg/BSF/3279-86 dated 26.04.2024,28.26,27.05.24,03.08.24,06.09.24,06.09.24,09.02.25,,,M/s Vakeel Singh; Ramban; J&K,100,6.18,22.82,29,102.62,Work completed ,2025-10-03T16:55:06.390Z,2025-10-03T16:55:06.390Z,,
ENG-1759510506319-457,REN OF NRB,OB(BS),Umbrella 2021-26,Ren of NRB,STC KMR,STC KMR,Humahma,Renovation/ Up-gradation  of Quarter Guard building/ SO's mess/MT Complex/ GO's mess/ 03 Nos 120 Men barrack (A; E & F Coy) outlive more than 20 years at STC BSF Kashmir,Dept,FHQ O/NO 4669-76 DTD10/05/24,396.28,16.08.2024,29.08.2024,30.01.2025,13.02.2025,365 days,22.02.2026,,"M/s Kuchay Brothers
M/s Ovais Rashid Dagga
M/s Rashid Dagga
M/s G.N. Rather
M/s Javid Sofi and 
M/s N.A. Sons",50,0,104.98,104.98,26.49,WORK IN PROGRESS,2025-10-03T16:55:06.390Z,2025-10-03T16:55:06.390Z,,In progress
ENG-1759510506319-458,TRG INFRA,OB(BS),,Trg Infra,STC KMR,KMR,,Construction of 08 Nos Covered  / All Weather Squad Posts at STC BSF Kashmir,Dept,FHQ Sanction No. 123 / D-III / AUG-TRG-SCH/ 129 / 2023-Engg /BSF / 7229-35 dated 19/10/2023 ,50.12,20.10.2023,20.10.2023,25.11.2023,02.12.2023,,12.03.2024,,M/S Manzoor Ahmed Dar,100,46.99,0,46.99,93.75,"Work Completed.
",2025-10-03T16:55:06.390Z,2025-10-03T16:55:06.390Z,,
ENG-1759510506319-459,TRG INFRA,OB(BS),,Trg Infra,STC KMR,KMR,,Upgradation of existing 54 Nos Squad Posts and 08 Nos CLPs at  BSF Campus Humhuma; under STC BSF Kashmir. ,Dept,FHQ Sanction No. 123 / D-III / AUG-TRG-SCH/ 104 / 2023-Engg /BSF / 7300-06 dated 20/10/2023 ,278.1,,28.12.2023,,31.01.2024,,14.08.24,,G N Rather Koral Bagh; Budgam (J&K),100,139.29,73.78,213.07,76.62,"work completed .

4th and final bill under prepration 

",2025-10-03T16:55:06.390Z,2025-10-03T16:55:06.390Z,,
ENG-1759510506319-460,TRG INFRA,OB(BS),,Trg Infra,STC K/CAMP,K/CAMP,,Augmentation of training infrastructure 'A' Coy (Sh Renovation of existing CLP; Squad post; Toilet/ urinal point & C/O 02 Nos squad post),Dept,STC PB O/No 6670-75 dtd 26.07.2023,25.51,28.07.23,01.09.2023,16.08.2023,31.08.2023,,25.12.23,30.03.24,Harish Bedi,100,28,0,28,109.76,work Completed ,2025-10-03T16:55:06.390Z,2025-10-03T16:55:06.390Z,,
ENG-1759510506319-461,TRG INFRA,OB(BS),,Trg Infra,STC K/CAMP,K/CAMP,,Augmentation of training infrastructure 'B' Coy (Sh Renovation of existing CLP; Squad post; 05 Nos seated Toilet block & C/O 03 Nos squad post),Dept,STC PB O/No 6670-75 dtd 26.07.2023,22.6,28.07.24,01.09.2023,16.08.2023,31.08.2023,,25.12.23,30.03.24,Harish Bedi,100,23.36,0,23.36,103.36,work Completed ,2025-10-03T16:55:06.390Z,2025-10-03T16:55:06.390Z,,
ENG-1759510506319-462,TRG INFRA,OB(BS),,Trg Infra,STC K/CAMP,K/CAMP,,Augmentation of training infrastructure 'D' Coy (Sh Renovation of existing CLP;  & C/O 08 Nos squad post),Dept,STC PB O/No 6670-75 dtd 26.07.2023,30.06,28.07.25,09.08.2023,19.08.2023,31.08.2023,,25.12.23,30.03.24,Harish Bedi,100,33.05,0,33.05,109.95,work Completed ,2025-10-03T16:55:06.390Z,2025-10-03T16:55:06.390Z,,
ENG-1759510506319-463,TRG INFRA,OB(BS),,Trg Infra,STC K/CAMP,K/CAMP,,Augmentation of training infrastructure 'F' Coy (Sh Renovation of existing CLP; Squad post; Toilet/Urinal point  & C/O 02Nos squad post),Dept,STC PB O/No 6670-75 dtd 26.07.2023,23.7,28.07.26,01.09.2023,16.08.2023,05.09.2023,,25.12.23,30.03.24,Harish Bedi,100,26.03,0,26.03,109.83,work Completed ,2025-10-03T16:55:06.390Z,2025-10-03T16:55:06.390Z,,
ENG-1759510506319-464,TRG INFRA,OB(BS),,Trg Infra,STC U/PUR ,U/PUR,,CONSTRUCTION OF 2 NOS COVERED CLP AT STC BSF UDHAMPUR.,Dept,FHQ O/ No. 795-801 dtd 27/02/2024,64.6,1229-31 dtd 16/05/2024,11.06.24,26.06.2024,26.06.24,,25.12.24,,M/s Modi Construction Co; Udhampur (J&K),100,60.1,8.02,68.12,105.45,Work completed b & prepration of Final Bill  under process,2025-10-03T16:55:06.390Z,2025-10-03T16:55:06.391Z,,
ENG-1759510506319-465,TRG INFRA,,,,,,,,,,,,,,,,,,,Total ,,,,,,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,,
ENG-1759510506319-466,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Kashmir,SGR,,Re-carpeting of internal road (4519 Mtrs) at BSF Campus Panthachowk under SHQ BSF Srinagar ,Dept,3594803 dtd 26/07/2023 ,210.39,16/08/2023,17/08/2023,05.10.2023,12.10.2023,,27.10.2024,27.10.2024,M/s Jhelum Construction Company; Budgam.,100,181.15,0,181.15,86.1,Work completed. ,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,08.07.24,
ENG-1759510506319-467,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Kashmir,BDR,,Re-carpeting of internal road at BSF Campus Bandipur under SHQ BSF Bandipur ,Dept,3594803 dtd 26/07/2023 ,66.4,22.08.2023,14/09/2023,05.10.2023,07.10.2023,,16.04.2024,16.04.2024,M/s Fayaz Ahmad Bhat; Pulwama,100,59.89,0,59.89,90.2,Work completed. ,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,20.10.2023,
ENG-1759510506319-468,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Kashmir,BLA,,Re-carpeting of internal road at Singhpura Campus under SHQ BSF Baramulla ,Dept,3594803 dtd 26/07/2023 ,98.73,08.08.2023,2023-08-07,04/09/2023,05/09/2023,,2024-11-02,03.11.2024,M/s Fayaz Ahmad Bhat; Pulwama,100,92.22,0,92.22,93.41,Work completed.,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,24.03.24,
ENG-1759510506319-469,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Kashmir,KUP,,Re-carpeting of bituminous road at Kupwara BSF Campus from main gate to Morcha No.18 of 169 Bn BSF (Now 140 Bn) under SHQ BSF Kupwara. ,Dept,3594803 dtd 26/07/2023 ,22.88,08.08.2023,2024-05-28,29.05.2024,01.07.2024,,06.01.2024,06.01.2024,M/s Fayaz Ahmad Bhat; Pulwama,100,22.84,0,22.84,99.83,Work completed.,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,05.08.24,
ENG-1759510506319-470,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Jammu,RJR,,Renovation/Up-gradation of UG Cable and feeder pillars/panel etc at SHQ BSF RJR ,Dept,3594803 dtd 26/07/2023 ,83.23,18.08.23,27.09.2023,14.12.2023,26.12.2023,,26.08.2024,,M/s Swarn Electricals Jammu,50,39.230000000000004,0,39.230000000000004,47.13,Presently work held up due to allied extra cable lying and other allied work,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,,
ENG-1759510506319-471,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Jammu,RJR,,Renovation/Up-gradation of UG cable and feeder pillars/panel etc at Bn HQ Achhad under SHQ BSF RJR ,Dept,3594803 dtd 26/07/2023 ,89.34,18.08.23,16.09.2023,29.01.2024,12.02.2024,,12.10.2024,,M/s Neptune enterprise Baramulla,50,35.53,0,35.53,39.77,Work is  in progress,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,,
ENG-1759510506319-472,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Jammu,RJR,,Renovation/Up-gradation of UG cable and feeder pillars/panel etc at Bn HQ Mandi Mandir under SHQ BSF RJR,Dept,3594803 dtd 26/07/2023 ,60.93,18.08.23,16.09.2023,29.01.2024,12.02.2024,,12.10.2024,,M/s Neptune enterprise Baramulla,5,0,0,0,0,Work is  in progress,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,,
ENG-1759510506319-473,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Jammu,RJR,,Renovation of street /security Lights at Bn HQ Mandir Mandi under SHQ BSF Rajouri.,Dept,3594803 dtd 26/07/2023 ,32.54,18.08.23,09.10.2023,29.01.2024,09.02.2024,,09.02.2024,,M/s Subham Engineers ,70,18.71,0,18.71,57.5,Work is  in progress,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,,
ENG-1759510506319-474,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Jammu,RJR,,Renovation of street /security Lights at Bn HQ Achhad under SHQ BSF Rajouri.,Dept,3594803 dtd 26/07/2023 ,27.95,06.09.23,16.09.2023,26.12.2023,08.01.2024,,08.07.2024,,M/s Neptune enterprise Baramulla,85,21.19,0,21.19,75.81,Work is  in progress,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,,
ENG-1759510506319-475,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Jammu,I/NAGAR,,Improvement/Up-gradation of outdoor panels and UG cable installed at Bn HQ samba of 19 Bn BSF under SHQ BSF I/Nagar,Dept,3594803 dtd 26/07/2023 ,19.95,18.08.2023,29.08.23,21.11.2023,30.11.2023,,30.03.2024,,M/s Subham Engineers ,100,17.91,0,17.91,89.77,Work completed ,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,,
ENG-1759510506319-476,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Jammu,I/NAGAR,,Re-carpeting of internal road at BSF Campus Samba of 19 Bn BSF under SHQ BSF I/Nagar,Dept,3594803 dtd 26/07/2023 ,91.64,26.08.2023,18.09.2023,11.10.2023,16.10.23,,19.12.2023,,M/s Anjali Stone Crusher,100,67.05,0,67.05,73.17,Work completed and final account settled,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,,
ENG-1759510506319-477,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Jammu,SBN,,Re-carpeting of internal road at 69 Bn BSF Campus; Sunderbani under SHQ BSF SBN,Dept,3594803 dtd 26/07/2023 ,58.77,29.08.2023,,,,,,,,,0,0,0,0,"Work has rescinded & acceptance letter issued to firm and PG awaiting
",2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,,
ENG-1759510506319-478,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Jammu,SBN,,Recarpeting of internal road at 152 Bn BSF Campus Nowshera under SHQ BSF SBN,Dept,3594803 dtd 26/07/2023 ,53.75,29.08.2023,25.09.2023,12.01.2024,27.01.24,,28.03.2024,,M/s Al Habib Builders and Construction Company,100,39.11,0,39.11,72.76,Work completed and final account settled,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,,
ENG-1759510506319-479,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Jammu,SBN,,Recarpeting of existing road at 92 Bn BSF Campus Akhnoor under SHQ BSF SBN,Dept,3594803 dtd 26/07/2023 ,100,29.08.2023,25.09.2023,06.02.2024,16.02.2024,,15.05.2024,,M/s Al Habib Builders and Construction Co.,100,85.25,0,85.25,85.25,Work completed and final account settled,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,,
ENG-1759510506319-480,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Jammu,RJR,,Re-carpeting of internal road at SHQ BSF Rajouri.,Dept,3594803 dtd 26/07/2023 ,56.06,29.08.2023,25.09.2023,21.05.2024,31.05.2024,,31.07.2024,,,100,57.42,0,57.42,102.43,Work completed and final account settled,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,,
ENG-1759510506319-481,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,FTR PB,,Re-carpeting of Internal bituminous road of campus Jalandhar under Ftr HQ BSF Punjab,Dept,3594803 dtd 26/07/2023 ,98.99965,28.07.2023,28.07.2023,29.08.2023,05.09.2023,30 days ,20.11.2023,20.11.23,M/S Bhayam Constr Cop,100,98.81166999999999,0,98.81166999999999,99.81,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,10.07.2024,Completed 
ENG-1759510506319-482,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,GSP,,Re-carpeting of Internal road in the residential and Non-Residential building at 132 Bn (Now 121 Bn) BSF campus Madhopur under SHQ BSF Gurdaspur.,Dept,3594803 dtd 26/07/2023 ,86.00371,11.08.2023,11.08.2023,15.09.2023,16.10.2023,30 days ,30.10.24,31.12.24,M/S Jas Construction Co.,100,86.96327,0,86.96327,101.12,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,19.07.2025,Completed 
ENG-1759510506319-483,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,GSP,,Re-carpeting of Internal road at Bn HQ DBN of 12 Bn (Now 89 Bn) BSF under SHQ BSF Gurdaspur.,Dept,3594803 dtd 26/07/2023 ,96.55356,11.08.2023,11.08.2023,15.09.2023,16.10.2023,90 Days ,09.12.2023,31.12.24,M/S Jas Construction Co.,100,92.67872,0,92.67872,95.99,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,30.01.2025,Completed 
ENG-1759510506319-484,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,GSP,,Re-carpeting of Internal road in the residential and Non-Residential Qtr area of 73 Bn BSF Ajnala under SHQ BSF Gurdaspur.,Dept,3594803 dtd 26/07/2023 ,20.65517,29.09.2023,29.09.2023,01.01.2024,16.01.24,90 Days ,06.04.2024,31.10.24,M/S Singh Traders,100,20.21184,0,20.21184,97.85,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,03.01.2025,Completed 
ENG-1759510506319-485,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,ASR,,Augumentation of Security light along periphery of 138 Bn SHQ BSF Amritsar,Dept,3594803 dtd 26/07/2023 ,29.22,11.09.2023,11.09.2023,12.10.2023,20.10.2023,180 Dsys ,21.05.24,31.12.24,M/S S D Sales,100,24.34,0,24.34,83.3,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,31.12.2024,Completed 
ENG-1759510506319-486,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,ASR,,Augumentation of Existing Security light along periphery of 22 Bn SHQ BSF Amritsar,Dept,3594803 dtd 26/07/2023 ,41.74,11.09.2023,11.09.2023,12.10.2023,20.10.2023,180 Dsys ,21.05.24,31.12.24,M/S S D Sales,100,33.22,0,33.22,79.59,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,31.12.2024,Completed 
ENG-1759510506319-487,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,ASR,,Augumentation of  Security lights at boundary wall from MT area to gate No.4 of BSF Campus Khasa of 88 Bn SHQ BSF Amritsar,Dept,3594803 dtd 26/07/2023 ,37.31,11.09.2023,11.09.2023,12.10.2023,20.10.2023,180 Dsys ,21.05.24,31.12.24,M/S S D Sales,100,35.11,0,35.11,94.1,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,31.12.2024,Completed 
ENG-1759510506319-488,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,FZR,,Re-carpeting of Internal roads at BSF Campus Ferozepur under SHQ BSF Ferozepur.,Dept,3594803 dtd 26/07/2023 ,99.12926,10.08.2023,10.08.2023,15.09.2023,04.10.2023,30 Days ,09.12.2023,31.10.24,M/S S. K. S Construction,100,108.39,0,108.39,109.34,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,31.12.2024,Completed 
ENG-1759510506319-489,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,FZR,,Re-carpeting of Existing road at BN HQ 87 Bn (Now 103 Bn) BSF Amarkot under SHQ BSF Ferozepur.,Dept,3594803 dtd 26/07/2023 ,88.57086,10.08.2023,10.08.2023,15.09.2023,29.09.2023,30 Days ,09.12.2023,31.10.24,M/S S. K. Builders,100,92.84941,0,92.84941,104.83,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,16.08.2025,Completed 
ENG-1759510506319-490,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,FZR,,Re-carpeting of Existing road at BN HQ 29 Bn (Now 116 Bn) BSF Mamdot under SHQ BSF Ferozepur.,Dept,3594803 dtd 26/07/2023 ,96.65946,10.08.2023,10.08.2023,15.09.2023,29.09.2023,30 Dasy ,09.12.2023,31.10.24,M/S Rajan Construction,100,106.28376,0,106.28376,109.96,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,31.10.2024,Completed 
ENG-1759510506319-491,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,FZR,,Re-carpeting of Existing road at Bn HQ 14 Bn (Now 101 Bn) BSF Khemkaran  under SHQ BSF Ferozepur.,Dept,3594803 dtd 26/07/2023 ,86.0359,10.08.2023,10.08.2023,15.09.2023,06.10.2023,30 Dasy ,09.12.2023,31.10.24,M/S Harmesh Kumar Sharma & Sons,100,81,0,81,94.15,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,16.08.2025,Completed 
ENG-1759510506319-492,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,FZR,,Re-carpeting of Internal road at Bn HQ 136 Bn BSF KMS Wala under SHQ BSF Ferozepur.,Dept,3594803 dtd 26/07/2023 ,93.4569,10.08.2023,10.08.2023,19.09.2023,25.10.2023,90 Days ,13.12.2023,31.10.24,M/S Harmesh Kumar Sharma & Sons,100,96.63,0,96.63,103.4,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,16.08.2025,Completed 
ENG-1759510506319-493,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,FZR,,Re-carpeting of Internal roads of 124 Bn (Now 182 Bn) BSF Jalalabad under SHQ BSF Abohar.,Dept,3594803 dtd 26/07/2023 ,98.43458,10.08.2023,10.08.2023,15.09.2023,02.11.23,90 Days ,29.06.24,31.10.24,M/S Gautam Kaluccha Contractor,100,103.13,0,103.13,104.77,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,31.10.2024,Completed 
ENG-1759510506319-494,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,FZR,,Renovation/Up-gradation of Electrical Distribution System at 124 Bn  BSF Under SHQ BSF Abohar. Now 182 Bn BSF under SHQ BSF FZR,Dept,3594803 dtd 26/07/2023 ,43.31,10.08.23,10.08.23,15.09.23,29.09.23,90 Days ,08.12.23,31.10.24,M/S Maa Durga,100,47,0,47,108.52,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,31.10.2024,Completed 
ENG-1759510506319-495,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,ABR,,Re-carpeting of Internal roads at Bn HQ 96 Bn (Now 66 Bn) BSF Campus Rampura under SHQ BSF Abohar.,Dept,3594803 dtd 26/07/2023 ,86.51531,14.08.2023,14.08.2023,20.09.2023,05.10.2023,90 Days ,14.12.2023,31.10.24,M/S Rajinder Kumar & Co.,100,74.86,0,74.86,86.53,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,30.05.2024,Completed 
ENG-1759510506319-496,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,ABR,,Re-carpeting of Internal roads at Bn HQ 52 Bn BSF Campus Fazilka under SHQ BSF Abohar.,Dept,3594803 dtd 26/07/2023 ,49.6737,14.08.2023,14.08.2023,20.09.2023,05.10.2023,90 Days ,14.12.2023,31.10.24,M/S Rajinder Kumar & Co.,100,43.04,0,43.04,86.65,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,17.08.2024,Completed 
ENG-1759510506319-497,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Punjab,ABR,,Renovation/Up-gradation of Abohar campus street light of 181 Bn BSF under SHQ BSF Abohar.,Dept,3594803 dtd 26/07/2023 ,14.48,14.08.2023,19.09.2023,20.09.2023,05.10.2023,90 Days ,14.12.2023,31.10.24,M/S Arora Brothers,100,11.77,0,11.77,81.28,Work Completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,,Completed 
ENG-1759510506319-498,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Rajasthan,FTR RAJ,,Recarpating of internal Bituminious Road under Ftr HQ BSF Jodhour,Dept,3594803 dtd 26/07/2023 ,99.05,31.07.23,17.08.2023,05.09.2023,18.10.23,,30.06.24,,Shri Constr. Jodhpur,100,99.05,0,99.05,100,Work completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,20.10.24,
ENG-1759510506319-499,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Rajasthan,FTR RAJ,,Renovation/ Up-gradation of UG Cable and feeder pillars/ Panels of camous under Ftr HO BSF Jodhpur. (Elect),Dept,3594803 dtd 26/07/2023 ,31.93,21.11.23,31.01.2024,13.02.2024,20.02.2024,75 Days,08.05.2024,,M/s Friends Electrical Traders,100,33.11,0,33.11,103.7,Work completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,03.10.24,
ENG-1759510506319-500,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Rajasthan,FTR RAJ,,Renovation of street lights of campus under Ftr HQ BSF Jodhpur. (Elect),Dept,3594803 dtd 26/07/2023 ,35.35,21.11.23,07.01.2024,24.01.2024,07.02.2024,75 Days,18.04.2024,,M/s Lokesh Enterprises Bikaner,100,35.99,0,35.99,101.81,Work completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,09.10.24,
ENG-1759510506319-501,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Rajasthan,SGNR,,Re-carpeting of Road (Length + 2500 meters) of 91 Bn (Now 77 Bn)  BSF Sri Karanpur Campus under SHQ BSF SGNR Ftr HQ BSF Raj ,Dept,3594803 dtd 26/07/2023 ,58.57,45148,11.09.2023,45215,45217,,05.03.24,,M/s Gurunanak Construction Co;,100,57.87,0,57.87,98.8,Work completed. ,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,21.09.24,
ENG-1759510506319-502,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Rajasthan,SGNR,,Re-carpeting of metal road of 104 Bn (Now 23 Bn)  Anupgarh under SHQ BKNR.,Dept,3594803 dtd 26/07/2023 ,35.5,45148,11.09.2023,45215,45217,120,05.03.24,,M/s Gurunanak Construction Co;,100,34.71,0,34.71,97.77,Work completed. ,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,15.08.24,
ENG-1759510506319-503,REV DEVLOPMENT ,OB(BS),Umbrella 2021-26,Ren Devl works ,Rajasthan,SGNR,,Renovation/ Up-gradation of Street / Security light 91 Bn (now 77 BN BSF)  BSF HQ Sri Karanpur Campus under SHQ BSF SGNR (Elect),Dept,3594803 dtd 26/07/2023 ,43.42,08.02.2024,23.10.2024,21.11.2024,26.11.2024,75,13.02.2025,,M/s Nandeshvari Elect Barmer;,100,45.63,0,45.63,105.09,Work completed,2025-10-03T16:55:06.391Z,2025-10-03T16:55:06.391Z,14.02.25,
